716
6,476
6,476
6,476
6,476
6,476
5,476
6,476
8,477
9,477
12,478
13,478
14,478
16,478
17,478
19,478
20,478
25,478
28,479
30,480
33,480
35,480
36,483
40,484
40,484
42,484
44,484
46,484
51,484
54,484
58,484
62,484
64,484
66,484
68,484
69,484
78,484
83,484
88,484
91,484
91,484
91,484
91,484
91,484
91,484
92,484
95,483
96,482
97,481
103,477
104,476
104,476
106,474
106,474
106,472
107,469
107,467
107,464
107,457
107,455
107,449
108,446
108,444
109,441
109,435
110,432
112,425
113,425
113,424
114,421
114,418
114,415
114,413
114,410
114,409
114,403
114,400
114,396
114,391
114,384
113,382
112,380
111,376
109,374
108,370
107,366
106,363
106,362
104,357
104,352
103,350
102,344
102,339
102,335
102,329
102,324
102,321
102,316
102,313
102,310
102,307
102,298
103,290
104,287
104,286
104,286
104,285
104,283
104,279
104,274
104,271
104,267
103,260
103,256
102,252
99,245
99,238
97,234
97,231
97,229
97,224
96,220
96,212
96,207
96,205
96,202
96,200
97,197
99,192
100,190
101,189
101,187
102,186
102,185
102,184
103,183
103,180
103,177
103,172
103,170
103,170
103,169
103,167
103,166
103,162
103,162
103,161
104,160
105,157
107,154
109,150
109,150
109,149
110,148
110,148
110,148
110,148
110,148
109,146
107,143
107,141
107,137
107,136
107,130
108,127
108,125
109,123
111,120
112,119
113,116
114,115
115,114
119,111
121,109
127,105
132,102
133,101
138,100
142,98
148,97
153,94
160,92
168,89
173,86
177,85
183,84
193,82
195,81
195,81
195,81
195,81
201,79
203,79
209,77
214,76
214,76
220,75
225,75
229,75
234,75
236,75
236,75
238,75
238,75
247,75
258,75
268,74
276,74
282,73
292,71
297,71
306,70
314,69
319,69
329,68
333,68
337,68
338,68
338,68
338,68
338,68
341,68
347,68
349,68
351,68
355,68
360,68
368,68
373,68
378,68
381,68
387,68
391,68
396,68
398,68
400,68
402,68
408,68
412,68
414,68
419,68
422,68
428,68
430,69
432,69
432,69
432,69
432,69
432,69
432,69
434,71
438,74
438,74
440,75
441,77
441,78
442,81
443,82
446,87
447,90
447,91
447,94
448,98
448,98
448,103
448,108
448,108
448,112
448,113
448,116
448,121
448,124
448,128
448,131
448,133
448,135
448,136
446,139
445,141
445,145
444,148
442,154
442,156
441,159
441,165
441,167
441,169
441,172
440,174
440,178
439,182
435,189
435,196
435,198
434,206
434,211
434,211
434,213
434,214
434,215
434,216
434,217
434,222
434,224
434,227
434,229
434,231
437,234
439,240
442,244
443,247
448,251
449,254
450,256
451,257
451,258
453,260
456,262
459,264
461,265
463,266
466,268
468,269
469,269
471,270
474,270
476,270
481,270
485,270
487,270
489,270
493,270
496,270
499,270
503,270
505,270
507,270
507,270
510,270
518,270
530,270
536,270
544,270
549,270
554,270
555,270
558,270
560,270
563,270
564,270
566,270
568,270
573,270
576,270
578,270
583,270
590,270
596,270
602,270
604,270
607,270
612,270
617,270
621,270
625,270
626,270
630,270
632,270
634,271
639,275
643,275
645,276
647,278
649,278
650,279
651,280
652,281
653,282
654,283
655,284
658,285
660,287
661,289
663,297
663,299
664,301
664,305
664,308
664,309
665,312
668,316
669,318
671,323
672,328
673,333
674,335
675,340
675,341
678,346
678,350
679,356
679,360
679,363
679,370
679,372
679,376
679,379
679,386
679,390
679,393
679,396
679,398
679,403
679,410
679,416
679,418
679,422
680,424
681,426
682,428
684,433
685,435
689,438
691,443
692,444
693,445
695,447
698,448
700,449
702,450
704,451
709,453
716,457
720,458
724,459
726,460
729,460
731,460
734,460
740,460
743,461
746,461
752,462
755,462
761,464
766,464
767,465
772,465
774,465
780,465
786,465
792,465
795,465
797,465
801,465
807,465
811,465
814,465
818,465
821,465
824,464
825,464
827,464
833,463
836,462
842,462
847,461
852,460
857,460
864,460
867,460
873,460
874,460
878,460
880,459
885,458
888,458
890,458
896,457
898,457
902,456
906,456
909,455
914,454
916,454
917,453
921,451
924,449
926,448
928,446
934,442
934,442
936,440
941,436
942,435
944,433
946,431
949,424
951,422
953,420
954,416
955,414
956,411
956,407
956,400
956,394
956,385
954,374
954,366
953,361
952,360
952,353
951,350
951,348
951,340
951,332
956,320
957,317
957,316
957,314
958,309
958,305
958,300
958,297
958,291
958,286
958,282
958,276
958,270
958,266
958,263
958,260
958,257
958,252
958,246
959,236
959,233
959,231
959,227
959,225
959,223
959,218
959,216
959,211
959,206
958,200
957,196
957,193
954,191
954,187
953,184
953,178
952,173
952,170
952,170
952,167
952,166
952,163
952,155
952,153
952,153
952,150
952,148
952,148
952,148
951,144
949,139
947,136
945,133
944,130
943,118
943,112
943,112
943,108
943,107
942,105
942,105
942,104
941,100
941,99
941,96
941,95
941,94
941,90
941,87
941,84
941,77
941,69
941,65
941,65
941,64
941,62
941,62
940,60
934,54
931,50
929,48
929,48
926,47
925,46
924,45
919,43
912,37
905,32
901,30
901,30
901,30
899,30
895,30
891,31
889,32
884,33
882,33
879,34
872,35
863,36
861,36
860,36
857,36
857,36
857,36
857,36
856,36
856,36
854,36
852,39
848,39
835,39
824,39
824,39
824,39
824,39
824,39
822,40
822,40
822,40
822,40
812,42
802,43
792,44
782,46
777,46
772,46
767,46
758,47
755,47
754,47
753,47
747,47
739,47
733,47
730,47
728,47
724,47
720,46
712,44
709,43
703,42
697,39
697,39
693,39
693,39
693,39
692,39
691,39
686,42
682,45
680,47
679,50
678,51
678,52
677,57
676,61
676,64
676,67
673,71
672,77
672,80
671,83
671,86
671,88
671,93
671,96
671,101
671,103
671,103
671,108
671,112
671,115
671,119
671,124
671,126
671,131
671,136
671,138
670,142
670,145
670,149
669,154
669,157
669,160
669,162
669,162
669,168
669,170
669,173
669,179
669,181
669,184
669,186
669,187
669,187
669,187
669,188
669,188
669,190
669,190
